no,업체명,제품명,주성분,첨가제,허가일,제조/수입,모양,장축,단축,수입제조국,주성분영문
4971,(주)녹십자웰빙,지씨웰빙셀레늄구강용해필름(아셀렌산나트륨오수화물),아셀렌산나트륨오수화물,"시트르산수화물,폴리에틸렌글리콜400,히프로멜로오스,산화티탄,천연레몬향,수크랄로오스,농글리세린",2020-12-31,제조,,,,,Sodium Selenite Pentahydrate
4972,부광약품(주),지아이스피드더블현탁액,알긴산나트륨/탄산수소나트륨/침강탄산칼슘,"레몬라임후레바,파라옥시벤조산프로필,카보머호모폴리머,파라옥시벤조산메틸,아세설팜칼륨,정제수",2015-05-13,제조,,,,,Sodium Alginate/Sodium Bicarbonate/Precipitated Calcium Carbonate
4973,부광약품(주),지아이지정75밀리그램(라니티딘염산염),라니티딘염산염,"미결정셀룰로오스,히프로멜로오스,폴리에틸렌글리콜6000,산화티탄,황색산화철,포비돈,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,옥수수전분,소르비탄올레에이트,적색산화철",2012-09-28,제조,원형,6.5,6.5,,Ranitidine Hydrochloride
4974,지엘파마(주),지엘레보노르게스트렐정0.03밀리그램,레보노르게스트렐,"유당수화물,폴리에틸렌글리콜6000,포비돈,스테아르산마그네슘,백당,카르나우바납,전호화전분,경질무수규산,탤크,비타민E폴리에틸렌글리콜숙시네이트,침강탄산칼슘",2021-01-21,제조,원형,5.7,5.7,,Levonorgestrel
4975,지엘파마(주),지엘로페라미드염산염캡슐,로페라미드염산염,"유당수화물,스테아르산마그네슘,옥수수전분,히드록시프로필셀룰로오스,캡슐",1986-03-05,제조,장방형,14.2,5.05,,Loperamide Hydrochloride
4976,지엘파마(주),지엘세티리진염산염정,세티리진염산염,"미결정셀룰로오스,히프로멜로오스,유당수화물,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,경질무수규산,전분글리콜산나트륨,히드록시프로필셀룰로오스",1998-11-27,제조,장방형,10.72,4.54,,Cetirizine Hydrochloride
4977,지엘파마(주),지엘소브레롤캡슐,소브레롤,"유당수화물,콜로이드성이산화규소,스테아르산마그네슘,옥수수전분,캡슐",1987-08-04,제조,장방형,17.6,6.07,,Sobrerol
4978,지엘파마(주),지엘아스피린장용정100밀리그램,아스피린,"스테아르산,미결정셀룰로오스,프리젤라티나이즈드전분,경질무수규산,아크릴이즈흰색(93O18509)",2019-03-28,제조,원형,6.7,6.7,,Aspirin
4979,지엘파마(주),지엘타이밍정(카페인무수물),카페인무수물,"유당수화물,리보플라빈,페퍼민트분말향 71329,스테아르산마그네슘,전호화전분,경질무수규산,옥수수전분,카르복시메틸셀룰로오스나트륨,전분글리콜산나트륨",1965-12-21,제조,팔각형,7.9,7.9,,Anhydrous Caffeine
4980,지엘파마(주),지엘파모티딘정10밀리그램,파모티딘,"크로스카르멜로오스나트륨,미결정셀룰로오스,오파드라이초록색(321A610038),유당수화물,스테아르산마그네슘,카르나우바납,경질무수규산,히드록시프로필셀룰로오스",2020-05-06,제조,원형,6.1,6.1,,Famotidine
4981,유니메드제약(주),지오연질캅셀,토코페롤아세테이트/리보플라빈부티레이트/감마오리자놀/마늘엑스(100->1),"콩기름,레시틴,에칠바닐린,분획야자유,젤라틴,소르비톨액(비결정성),산화티탄,카르나우바납,백납,농글리세린,식약청인정타르색소",1997-07-18,제조,장방형,20.4,8.5,,Tocopherol Acetate/Riboflavin Butyrate/Gamma-Oryzanol/Allium Sativum Extract (100→1)
4982,일동제약(주),지코에스시럽,수도에페드린염산염/트리프롤리딘염산염수화물,"베타덱스,시트르산수화물,딸기향47,글리세린,파라옥시벤조산프로필,백당,시트르산나트륨수화물,D-소르비톨액,파라옥시벤조산메틸,정제수",2001-01-20,제조,,,,,Pseudoephedrine Hydrochloride/Triprolidine Hydrochloride Hydrate
4983,대한뉴팜(주),지타코플러스정(수출용),은행엽엑스/트록세루틴/염산헵타미놀,"저치환도히드록시프로필셀룰로오스,황색4호,산화티탄,유당,폴리에칠렌글리콜6000,탈크,경질무수규산,스테아린산마그네슘,히드록시프로필메칠셀룰로오스2910,식약청인정타르색소",2005-01-27,제조,,,,,Ginkgo Leaf Extract/Troxerutin/Heptaminol Hydrochloride
4984,(주)라이트팜텍,지테인캡슐(에르도스테인),에르도스테인,"미결정셀룰로오스,포비돈,스테아르산마그네슘,전분글리콜산나트륨,캡슐",2020-05-01,제조,장방형,18.4,6.6,,Erdosteine
4985,경진제약(주),진감수액,감초/갱미/대추/맥문동/반하/인삼/아세트아미노펜/티페피딘히벤즈산염,"시트르산수화물,벤조산나트륨,고과당55,시트르산나트륨수화물,L-멘톨,에탄올,정제수",2014-05-09,제조,,,,,Licorice/Oryzae Semen/Jujube/Liriope Tuber/Pinellia Tuber/Ginseng/Acetaminophen/Tipepidine Hibenzate
4986,제일헬스사이언스(주),진녹천액,티아민염산염/리보플라빈포스페이트나트륨/피리독신염산염/니코틴산아미드/비타민E/타우린/카페인무수물/녹용60%에탄올틴크/우황60%에탄올틴크/두충30%에탄올유동엑스/황정30%에탄올유동엑스,"시트르산수화물,조합향료(드링크향 22308363),드링크향#1,폴리옥시에칠렌경화피마자유 60,백당,허브농축액,카라멜색소,포도당,시트르산나트륨수화물,꿀,DL-사과산,농글리세린,에탄올,고추향10767,정제수",1991-09-06,제조,,,,,Thiamine Hydrochloride/Riboflavin Sodium Phosphate/Pyridoxine Hydrochloride/Nicotinamide/Tocopherol/Taurine/Anhydrous Caffeine/Cervi Parvum Cornu 60% Ethanol Tincture/Cattle Gallstone 60% Ethanol Tincture/Eucommiae Cortex 30% Ethanol Fluid Extract/Polygonatum Rhizome 30% Ethanol Fluid Extract
4987,(주)종근당,진벨연질캡슐(수출용),푸르설티아민/피리독신염산염/아스코르브산/토코페롤아세테이트/γ-오리자놀/인삼가루/리보플라빈부티레이트,"호박산젤라틴,콩기름,청색1호(브릴리안트블루FCF),적색40호(알루라레드 AC),에칠바닐린,분획야자유,레시친,소르비톨액(비결정성),산화티탄,황색5호(선셀옐로우에피씨에프),경화유,백납,농글리세린,카르나우바 납",2009-04-10,제조,,,,,Fursultiamine/Pyridoxine Hydrochloride/Ascorbic Acid/Tocopherol Acetate/Gamma-Oryzanol/Ginseng Powder/Riboflavin Butyrate
4988,(주)동구바이오제약,진비타연질캡슐(수출용),인삼가루/알로에엑스/레시틴/레티놀아세테이트/에르고칼시페롤/토코페롤아세테이트/티아민질산염/리보플라빈/피리독신염산염/아스코르브산/니코틴산아미드/판토텐산칼슘/시아노코발라민/푸마르산철/황산제이구리수화물/산화마그네슘/산화아연/인산수소칼슘수화물/황산망간수화물/황산칼륨,"비결정성 소르비톨액,중쇄트리글리세리드,콩기름,폴리소르베이트80,황색5호,숙신산젤라틴,산화티탄,카르나우바납,적색40호,팜유,백납,농글리세린,청색1호",1999-03-17,제조,,,,,Ginseng Powder/Aloe Extract/Lecithin/Retinol Acetate/Ergocalciferol/Tocopherol Acetate/Thiamine Nitrate/Riboflavin/Pyridoxine Hydrochloride/Ascorbic Acid/Nicotinamide/Calcium Pantothenate/Cyanocobalamin/Ferrous Fumarate/Cupric Sulfate Hydrate/Magnesium Oxide/Zinc Oxide/Dibasic Calcium Phosphate Hydrate/Manganese Sulfate Hydrate/Potassium Sulfate
4989,삼남제약(주),진사빗연질캡슐(수출용),인삼가루/알로에엑스/레시틴/레티놀아세테이트/에르고칼시페롤과립/토코페롤아세테이트/티아민질산염/리보플라빈/피리독신염산염/아스코르브산/니코틴산아미드/판토텐산칼슘/시아노코발라민/푸마르산철/황산제이구리수화물/산화마그네슘/산화아연/인산수소칼슘수화물/황산망간수화물/황산칼륨,"중쇄트리글리세리드,콩기름,황색5호,에틸바닐린,젤라틴,소르비톨액(비결정성),산화티탄,카르나우바납,적색40호,팜유,백납,농글리세린,청색1호",2013-06-04,제조,,,,,Ginseng Powder/Aloe Extract/Lecithin/Retinol Acetate/Ergocalciferol Granules/Tocopherol Acetate/Thiamine Nitrate/Riboflavin/Pyridoxine Hydrochloride/Ascorbic Acid/Nicotinamide/Calcium Pantothenate/Cyanocobalamin/Ferrous Fumarate/Cupric Sulfate Hydrate/Magnesium Oxide/Zinc Oxide/Dibasic Calcium Phosphate Hydrate/Manganese Sulfate Hydrate/Potassium Sulfate
4990,신신제약(주),진생고카타플라스마,황백연조엑스(3.3→1)/dl-캄파/살리실산메틸/l-멘톨,"타르타르산,플라스틱필름,피마자유,D-소르비톨 액,폴리에틸렌글리콜모노스테아레이트,부틸히드록시톨루엔,메타규산알루민산마그네슘,젤라틴,폴리아크릴산나트륨,파라옥시벤조산부틸,에데트산나트륨수화물,폴리비닐알코올,카르복시메틸셀룰로오스나트륨,파라옥시벤조산메틸,카올린,농글리세린,정제수,부직포",2004-01-17,제조,,,,,Phellodendron Bark Soft Extract (3.3→1)/DL-Camphor/Methyl Salicylate/L-Menthol
4991,(주)제뉴파마,진생민연질캡슐(수출용),인삼가루/니코틴산아미드/푸마르산철/레티놀팔미테이트/아스코르브산/산화마그네슘/토코페롤아세테이트/리보플라빈/판토텐산칼슘/시아노코발라민1000배산/황산망간/농축콜레칼시페롤/티아민질산염/피리독신염산염/산화아연/무수인산수소칼슘/로얄젤리/황산칼륨/에르고칼시페롤,"적색3호,콩기름,레시틴,폴리소르베이트80,황색5호,파라옥시벤조산프로필,에틸바닐린,젤라틴,산화티탄,야자경화유,황납,적색40호,D-소르비톨액,파라옥시벤조산메틸,농글리세린,청색1호,정제수",2013-01-17,제조,,,,,Ginseng Powder/Nicotinamide/Ferrous Fumarate/Retinol Palmitate/Ascorbic Acid/Magnesium Oxide/Tocopherol Acetate/Riboflavin/Calcium Pantothenate/Cyanocobalamin Powder 0.1%/Manganese Sulfate/Cholecalciferol Concentrate/Thiamine Nitrate/Pyridoxine Hydrochloride/Zinc Oxide/Anhydrous Dibasic Calcium Phosphate/Royal Jelly/Potassium Sulfate/Ergocalciferol
4992,(주)바스칸바이오제약,진생톤골드연질캡슐(수출용),산화마그네슘/건조황산제일철/토코페롤아세테이트/니코틴산아미드/레티놀팔미테이트/산화아연/티아민염산염/아스코르브산/리보플라빈/인삼가루/피리독신염산염/황산망간/판토텐산칼슘,"적색3호,콩기름,폴리소르베이트80,레시틴,D-소르비톨,70%용액,에틸바닐린,젤라틴,산화티탄,황색 5호,적색 40호,파라옥시벤조산메틸,청색 1호,경화유,농글리세린",2013-06-10,제조,,,,,Magnesium Oxide/Dried Ferrous Sulfate/Tocopherol Acetate/Nicotinamide/Retinol Palmitate/Zinc Oxide/Thiamine Hydrochloride/Ascorbic Acid/Riboflavin/Ginseng Powder/Pyridoxine Hydrochloride/Manganese Sulfate/Calcium Pantothenate
4993,영진약품(주),진셀몬에스이정,레티놀아세테이트/콜레칼시페롤과립/토코페롤아세테이트 2배산/제피아스코르브산/폴산/티아민질산염/리보플라빈/니코틴산아미드/피리독신염산염/시아노코발라민100배산/판토텐산칼슘/요오드화칼륨/푸마르산철/산화제이구리/산화아연/황산망간수화물/황산칼륨/셀레늄함유건조효모,"바닐라향201135,저치환도히드록시프로필셀룰로오스,스테아르산,오파드라이II브라운85G56954,코포비돈,스테아르산마그네슘,오파드라이화이트85G68914,분말셀룰로오스,히드록시프로필셀룰로오스,백납",2003-07-29,제조,타원형,19.88,8.33,,Retinol Acetate/Cholecalciferol Granules/Tocopherol Acetate Powder 50%/Ascorbic Acid Coated/Folic Acid/Thiamine Nitrate/Riboflavin/Nicotinamide/Pyridoxine Hydrochloride/Cyanocobalamin Powder 1%/Calcium Pantothenate/Potassium Iodide/Ferrous Fumarate/Cupric Oxide/Zinc Oxide/Manganese Sulfate Hydrate/Potassium Sulfate/Selenium In Dried Yeast
4994,영진약품(주),진셀몬큐디플러스연질캡슐,토코페롤아세테이트/리보플라빈/티아민질산염/폴산/피리독신염산염/아스코르브산/니코틴산아미드/레티놀팔미테이트/농축콜레칼시페롤(유상)/유비데카레논/판토텐산칼슘/푸마르산철/셀레늄함유건조효모/크롬함유건조효모/산화아연/무수황산제이구리/황산망간수화물/산화마그네슘,"콩기름,레시틴,치자청색소,에틸바닐린,젤라틴,소르비톨액(비결정성),산화티탄,카카오색소,황납,농글리세린",2014-07-14,제조,타원형,25.0,10.0,,Tocopherol Acetate/Riboflavin/Thiamine Nitrate/Folic Acid/Pyridoxine Hydrochloride/Ascorbic Acid/Nicotinamide/Retinol Palmitate/Cholecalciferol Concentrate Oil/Ubidecarenone/Calcium Pantothenate/Ferrous Fumarate/Selenium In Dried Yeast/Chromium in Dried Yeast/Zinc Oxide/Anhydrous Cupric Sulfate/Manganese Sulfate Hydrate/Magnesium Oxide
4995,영진약품(주),진셀몬큐텐정,레티놀아세테이트/콜레칼시페롤과립/토코페롤아세테이트 2배산/제피아스코르브산/폴산/티아민질산염/리보플라빈/니코틴산아미드/피리독신염산염/시아노코발라민100배산/판토텐산칼슘/요오드화칼륨/푸마르산철/산화제이구리/산화아연/황산망간수화물/황산칼륨/셀레늄함유건조효모/유비데카레논,"바닐라향201135,저치환도히드록시프로필셀룰로오스,스테아르산,오파드라이II핑크(85G64809),코포비돈,스테아르산마그네슘,미결정셀룰로오스PH101,히드록시프로필셀룰로오스",2005-06-07,제조,타원형,19.95,8.76,,Retinol Acetate/Cholecalciferol Granules/Tocopherol Acetate Powder 50%/Ascorbic Acid Coated/Folic Acid/Thiamine Nitrate/Riboflavin/Nicotinamide/Pyridoxine Hydrochloride/Cyanocobalamin Powder 1%/Calcium Pantothenate/Potassium Iodide/Ferrous Fumarate/Cupric Oxide/Zinc Oxide/Manganese Sulfate Hydrate/Potassium Sulfate/Selenium In Dried Yeast/Ubidecarenone
4996,알리코제약(주),진수고카타플라스마,황백연조엑스(3.3→1)/치자연조엑스(3.0→1)/산초30%에탄올연조엑스(3.3→1)/살리실산글리콜/l-멘톨/d-캄파/토코페롤아세테이트/글리시리진산,"타르타르산,밀착포,파라옥시벤조산프로필,소르비탄세스퀴올레에이트,부틸히드록시톨루엔,폴리에틸렌테레프탈레이트 세파레이터,젤라틴,폴리아크릴산나트륨,디히드록시알루미늄아미노아세테이트수화물,니카졸TS-620,카르복시메틸셀룰로오스 나트륨,에데트산나트륨수화물,폴리소르베이트 80,파라옥시벤조산메틸,건조수산화알루미늄 겔,카올린,농글리세린,정제수,부직포",2005-05-23,제조,,,,,Phellodendron Bark Soft Extract (3.3→1)/Gardenia Fruit Soft Extract (3.0→1)/Zanthoxylum Peel 30% Ethanol Soft Extract (3.3→1)/Glycol Salicylate/L-Menthol/D-Camphor/Tocopherol Acetate/Glycyrrhizic Acid
4997,진양제약(주),진양나프록센연질캡슐,나프록센,"폴리소르베이트80,황색5호,수산화칼륨,부틸히드록시톨루엔,젤라틴,폴리에틸렌글리콜600,포비돈,소르비톨소르비탄 액,정제수,청색1호",2020-11-24,제조,,,,,Naproxen
4998,독립바이오제약(주),진코란정120mg(은행엽건조엑스),은행엽건조엑스,"프로필렌글리콜,크로스카르멜로오스나트륨,미결정셀룰로오스,히프로멜로오스,유당수화물,산화티탄,황색203호알루미늄레이크,콜로이드성이산화규소,스테아르산마그네슘,탤크,청색1호알루미늄레이크",2019-08-07,제조,원형,9.2,9.2,,Ginkgo Biloba Leaf Dried Extract
